Source,y_var,X_num1,X_num2,X_num3,X_num4,X_num5,X_cat1,X_cat2,X_cat3,X_cat4,X_cat5
study 104,A,2.7135777159611885,3.962473746337153,1.4828668929433553,5.595915169342095,2.716511126910342,B,A,B,B,A
study 46,B,0.9863701379106161,3.108958761248445,1.3808068278490104,4.467244103032669,6.3567449620739325,B,A,B,C,A
study 24,A,1.454684442387765,3.224508733907516,1.1963756970979365,2.671506607515653,3.6397759301023562,C,A,B,A,A
study 114,A,1.5512834537640559,1.3840479620287982,2.6942386038920265,4.37665989850228,6.340735932712651,C,A,A,B,A
study 32,B,0.0756691698900882,1.238924477380852,2.126538645700856,5.214577397631768,5.486040158175535,C,A,A,B,A
study 47,A,1.5848302292085927,-0.5499395810245318,2.423642972304494,3.8836288125962297,4.873216536474316,A,A,A,A,B
study 86,A,-0.1585546764714505,1.6109123660941158,3.782713110028098,4.1110440285118575,2.184509906823371,B,B,B,C,B
study 23,A,0.2468454938516802,3.403088080697192,4.444944907289249,3.1728140374673828,7.309618336121666,A,B,A,B,B
study 66,A,1.838036449049913,1.6938600544766196,5.175721177343828,4.036154839716021,4.455329207968868,A,B,B,C,B
study 27,B,1.4400909334628547,2.668308269793508,3.0902054669524386,4.356847283203213,5.951845380733374,C,B,A,C,B
study 106,A,0.8875525737414284,3.6667990349799204,3.521383653844155,3.1317762788222345,4.829038814943829,C,A,B,B,A
study 2,A,-0.8880974738945162,2.559249487697948,3.283269535696371,2.3810560949805186,4.592846996656418,A,B,A,A,B
study 90,A,-0.5137374340244452,2.705772142641203,0.4887214517791447,5.931955749374792,5.289211757595484,A,A,B,B,A
study 17,B,1.4150635658574768,-0.03673369305633134,2.44545441604337,4.906180758977112,5.0398584251627705,C,B,B,B,B
study 104,B,2.098210845227674,1.5161528238470343,2.4523526658890047,3.178512841942924,4.599510814736318,C,B,B,C,A
study 33,A,-0.6644682567811357,4.589939759744892,2.2337807613455825,4.329485885737083,4.917028162081771,A,A,B,A,A
study 9,A,-0.2597378711782514,2.1556957716441403,2.938591007071743,1.7821319984905166,5.640596984407566,C,A,A,C,A
study 43,A,1.2012777612665793,4.845107272994862,2.670779170178507,1.034393539134466,5.746728765137442,C,B,A,B,A
study 118,B,1.16918179394364,0.9153265540415791,1.5205098541124134,5.626199631216702,5.065035819115894,A,B,B,A,A
study 48,B,-1.4359358131415618,2.35092117820181,2.77346106922942,4.344326710392312,5.931405484721658,A,B,B,A,A
study 39,A,1.2423445201599836,1.4259823436721977,2.041424404372454,3.9284462957730755,4.3638952933353705,B,B,B,A,B
study 93,A,0.10244828465467182,2.88797702768683,-0.9288640903753382,4.348985807219429,8.337329571494683,A,A,A,A,A
study 42,A,3.461569944593437,3.3425130020901817,0.904396619534305,8.839197488379552,7.228382912011671,C,B,B,A,A
study 119,B,1.3737978141034843,2.903699143551351,3.133371488719618,5.303642929367987,6.143664492247417,A,B,B,B,B
study 26,A,1.6322101748138542,3.562778215622043,4.637836971231165,2.43183960043779,2.0876292592444243,A,B,A,B,A
study 99,A,1.6710389532859162,1.9802405172165098,-0.6408048865173974,1.4794354121195123,5.909028708282473,A,B,B,B,B
study 50,A,-0.8208910709788464,1.7142074485044836,1.694412549369514,5.581803645039124,4.495044375706918,B,B,B,C,B
study 25,A,3.915815339662905,-0.6372895109139574,3.6471807509921397,5.28414378134501,3.531978902885971,B,A,A,A,A
study 24,B,-1.4343668711767599,2.957676402746847,4.317293195629752,4.862591151325661,4.45685592454277,C,A,B,A,A
study 13,A,2.1935547125496133,2.2582761383602357,2.369829657635973,2.78068145365091,3.69824789910587,B,A,B,B,B
study 60,B,1.9279959062209737,1.8981278936562003,1.975826462368396,4.544928084825963,5.760204640639259,A,A,A,A,A
study 7,B,0.28449643013056003,1.713773891818482,4.8295661248352895,2.914982246884802,7.423991093844841,B,A,B,C,B
study 57,A,1.9996754750700838,1.9446806579843148,4.194139058997853,4.9941728290314416,6.239043187560172,A,B,A,A,A
study 36,A,0.5236402017643931,1.6456458027531242,4.287927597114023,5.473985360908513,9.143787861184379,B,A,B,A,B
study 45,B,-0.013192167283667233,1.207949242155043,2.297903996263882,3.1847908617556975,2.6695813556368932,B,A,B,C,A
study 20,A,1.704338754029391,2.359383321086253,4.670541356525518,5.697715241823135,4.24094794329634,B,B,B,B,A
study 65,A,-0.5098414866318532,2.726238678399429,0.08239690070443295,4.1722785993440645,3.5854622114865347,A,A,B,B,B
study 8,B,0.6636172618636453,0.8441481284207288,4.69684513748852,4.737809818662978,6.844052471539788,B,A,B,A,B
study 110,A,0.10873487690506378,1.3988966462189136,2.9002017698371656,2.035549954463794,4.669174464532193,A,A,A,C,B
study 16,A,0.49603073564058264,1.6930673731026973,3.193401286871722,4.348321758932349,5.284274294715881,A,A,B,B,B
study 14,A,1.6490928986952764,2.0072199610651773,1.5821210128837844,2.986623418877998,5.950528297959589,C,B,B,B,A
study 76,B,0.10845044148069083,1.8077217956213492,0.2789604778377739,4.71195018102126,2.8178167241948873,B,B,A,B,B
study 115,A,0.7115141303914532,2.989581799484591,3.1615562216875963,6.200744004476894,4.067976555192505,C,A,A,A,B
study 87,A,0.2452821221476278,-0.4785505235557137,3.8270918243870957,4.434280313974528,6.495898930546872,C,B,B,C,A
study 15,A,3.1659949983618185,-0.21255579751017528,4.054038577228147,2.6487176403502244,4.177868149238121,A,A,A,A,A
study 92,A,1.5139185973208351,2.290354098880367,3.8921678937368798,4.93969913766638,2.429535546396962,B,B,B,B,B
study 98,A,1.330104449450079,1.0959712282583167,3.5522425425801862,4.602683118681575,3.6466056684736277,A,B,A,C,A
study 66,A,2.0251277569351362,3.3263634586607163,1.61432034571056,7.087902619600463,4.570597919592101,A,B,A,A,B
study 32,A,0.10879813483767009,3.7547014288828255,4.151214108780049,4.380951941351415,5.250140779834142,B,B,B,B,A
study 87,A,2.2888858374997607,2.3506207646343653,1.4465664787870072,3.1217875131638975,4.89378003507422,A,B,A,B,B
study 63,A,1.5192666187491122,0.39203762558873123,4.660596354097702,5.155961838469567,4.078673237085539,B,B,B,A,A
study 86,A,-1.3413363541310979,3.581890274340589,2.8740271967907405,3.8084828915416096,6.408970158272704,B,B,A,B,B
study 51,A,-1.142046249651147,2.2983539932254913,2.9239361702017743,4.120376484567661,4.806408595157137,A,B,A,B,B
study 25,A,0.14155442082390146,-0.23040395879067654,4.298889927457653,2.607285954436672,5.314102042996885,A,B,A,C,A
study 58,B,-0.9815097437977554,-0.09777947209777649,4.502202938301208,3.81634778079488,4.158566033917352,C,B,B,B,A
study 63,A,0.6425823089506253,4.275420184562967,4.155958018425208,4.046207046235654,7.263410396360318,A,B,B,A,B
study 62,A,-0.5206069871237959,4.026703869891844,1.769313225666497,3.807476986394683,4.4125533421897085,B,A,A,C,B
study 22,A,0.8534154203936218,-1.7757147131443674,4.1440043256578285,3.1136689563537683,5.112039299889891,C,B,B,A,A
study 58,B,3.1175640638971838,-0.03668634288681538,1.777815585044328,4.432343695517943,6.552499163190321,B,A,B,B,A
study 58,B,0.9259346446657224,3.711283243432483,4.181852102591488,2.6147913747372495,5.420063391589939,C,B,B,C,A
study 86,A,0.5455533176471069,1.9722611174104279,0.8622552059066031,2.2615080992140073,5.382634544656222,A,A,A,C,A
study 49,A,1.5823639716780162,3.0527739282381394,2.859479907092453,5.064304256089661,2.03951673590508,A,A,B,C,A
study 52,B,-0.0446296893839051,1.907070880852855,1.7686632907414932,4.926625267130927,6.020952502540827,A,A,A,C,A
study 42,A,2.2651214640939994,2.9817387351068056,4.304903478672038,2.038593278979471,5.083380410320236,B,B,A,A,A
study 70,A,1.7428194296861679,2.0087503199981502,4.67275016113352,1.255667430351306,5.812347654758826,C,B,A,B,A
study 15,A,1.0582983430728456,1.3435876148645507,3.298494770687899,2.486886931905147,5.2748195725532545,B,B,A,B,A
study 54,A,1.2314737474503796,3.588115744872214,3.249163715906827,3.8075515082902034,4.161263664315692,C,B,A,C,B
study 107,B,4.062618865844278,2.303081924038469,4.056265683721703,5.731524362148258,6.3414607498243925,A,A,B,B,A
study 60,B,2.413468315401802,2.97858307436535,4.681672319923677,3.7708831482812197,5.297189916919874,B,B,B,A,A
study 101,A,4.299289946742001,2.23617188744115,3.0559667619932425,2.845958426907953,3.0659202634356353,A,B,A,B,B
study 97,A,1.7980452899386785,1.2704646596752807,2.250487012578029,4.222879343624591,6.962775734519243,B,B,B,A,B
study 8,B,-1.2075371640060322,4.412583967035788,3.970901229660732,3.828975827125629,2.854280653418792,A,B,B,A,B
study 53,B,0.6067394457042388,2.5324523821364986,0.2119089433594934,1.9284890388205032,6.351393851375814,B,B,B,B,B
study 60,B,-1.5503073118220994,1.4674270334417727,4.3644773093382385,1.9374056726219333,7.230397657895311,B,B,B,A,B
study 108,B,1.7924545520003774,3.917494205478074,1.934719575837432,1.9777037468270597,3.340556846055106,C,B,B,A,B
study 108,B,2.1181062960181025,0.01876433918156417,2.6396582005913265,7.719777302361905,4.815857319893167,A,B,B,A,A
study 5,B,-0.3288739939389187,5.354425476193979,4.374076984677466,5.28997216041042,4.676077630798735,C,A,B,A,B
study 103,A,0.01654543052972024,1.7312753635048572,2.3767357254154637,3.1094259121969565,4.7435432672286675,C,A,A,C,B
study 68,A,1.2231263443528229,0.09797868892493522,3.9711133178622045,5.662400234243398,7.745357532849595,A,B,A,B,B
study 6,B,-0.797156094896327,4.858912022686347,4.708363131111622,3.1479155685078024,3.3579216906243214,B,B,A,C,A
study 109,A,-0.9097396538637994,1.305248580390813,3.1650496350712585,5.612770595460594,4.540149432681503,C,B,B,A,B
study 96,B,2.8579480720616814,2.3648668547834406,3.4671722337370676,4.120459685604182,7.254983748232627,A,B,B,B,A
study 116,A,1.1720659272459526,3.076536112159195,2.8208461890844214,3.011723125304054,4.515576757491278,B,A,A,A,B
study 94,A,0.1628359634410661,3.7762587914902186,3.1733969955955805,5.019730518743454,3.5963304262002556,C,A,B,B,B
study 47,A,-1.5381783328358285,2.449661845582347,1.3253928300749518,4.206279359085527,5.394522022654622,C,B,B,C,A
study 99,A,2.278527035341708,1.0290268875049442,2.5593928701628874,4.597401658268989,6.2084608125605225,C,A,A,B,A
study 55,B,-0.026777318325453825,2.3284887850009888,1.067691589526221,4.323260534776163,4.410738544777554,B,A,A,A,B
study 40,B,3.791026668805808,1.3710266820024182,1.651849163208902,4.307522159306392,5.831552586211317,C,B,A,B,A
study 52,B,2.2889651465401673,2.3735175145467857,-0.004423531008244108,5.2008308321301175,2.935077358888155,B,B,B,B,A
study 16,B,-0.21221278161090362,4.442224318635287,3.3958922302573304,7.875710273226501,3.0184593748721085,C,B,B,C,B
study 13,A,-0.07320754569720767,3.1338877874656905,5.53740324806612,5.873187850824337,4.339870579621059,A,A,B,A,B
study 114,A,3.5827767444164973,2.309969657147508,2.3158413972891436,4.329467740424568,5.885026129987592,C,A,A,B,B
study 106,A,0.873610829748243,3.107736248909511,4.447700385858569,3.53408962765064,6.142246971477629,A,B,A,C,A
study 30,A,0.23003315751494546,3.2151209778637786,4.688539224025374,3.6988976229970123,3.226975928812905,A,B,B,B,B
study 19,A,1.041582532714855,0.3831888455469121,1.2012941484775943,2.1158060580843254,6.086631057098869,A,A,A,A,B
study 17,A,0.2231310249193148,2.062584066823547,1.524309123463767,4.996815313829824,5.24976056065217,B,A,A,B,A
study 120,A,1.3615727156622475,5.843791488998773,4.486197132528311,2.4776159625124863,3.681192958323023,A,B,B,B,A
study 63,B,0.8862645677226054,3.8192314775477993,2.8614879555122217,3.4413185319261053,2.9987174719655023,C,A,A,B,B
study 19,B,2.313261970767263,1.2448466612582,1.063816700774111,5.005523054352999,5.344734732356488,B,B,A,B,A
study 92,A,0.4171388451413103,1.0951881558235677,2.0447106196070894,3.644012044305211,6.934344836248169,A,B,A,A,B
study 58,B,-0.3272245500344704,1.0452114152365966,3.6294903672180983,3.2615680142061203,5.0532836461669355,B,A,B,C,A
study 55,B,0.4765229550646216,3.2994799253930855,1.8090949888427492,2.2037789708415354,3.597618725890645,B,A,B,C,B
study 90,A,0.4673741526639309,4.411461381674326,-1.1618052981515916,5.807990098457217,2.1979665693808603,B,A,A,B,A
study 101,B,0.8836992772090098,2.8732505667200874,2.5169802341882455,2.7501672018206813,7.294236270332913,C,B,B,A,A
study 90,B,1.9518104320858372,2.235743524803227,2.6385102092172055,3.121186259578076,6.5627759154796435,A,B,B,A,A
study 117,A,1.8698634512078807,1.3337669635508427,3.013839651216491,1.3124058702492079,5.453115273157402,B,B,B,A,A
study 62,A,2.799488013787852,2.49405971837529,4.888325059934294,3.97020842828815,7.216990950898191,B,B,A,A,B
study 23,A,-0.21723451660028648,0.7698174198556857,3.080284196848568,3.500057670457661,5.335878649630391,B,B,B,A,A
study 9,A,1.583080184576663,-0.903648320816858,3.364406031638561,4.27278687545262,4.203444574073475,A,B,A,A,B
study 12,A,2.0909797705310718,4.455238535168673,4.583305460474129,2.2380524845636396,5.832698367575315,B,A,A,B,A
study 117,B,-0.011330609467795849,0.49128099445683615,3.015516023753643,5.101271190302703,3.7554114855983127,B,B,B,C,A
study 1,A,0.6885534205264315,1.512751439496021,6.204781117935153,1.2411841707308255,3.506528273220229,C,B,A,C,B
study 58,A,-1.6249668113281954,2.984536175943936,1.1044375590314972,3.8617337500263913,6.157410664410903,A,B,B,B,A
study 1,B,2.3602865426886024,4.151700304019081,1.5987784303382337,4.173232424709376,6.283638151346123,C,B,B,C,A
study 111,B,0.676752696520196,2.3856959786279317,3.9209376124062203,4.086661010059127,3.089392579268886,A,A,A,A,B
study 34,A,2.209846265021499,0.20943351850875747,4.881470299407958,4.236632306740401,3.1448034763372155,A,B,A,A,A
study 96,A,1.3090742768192696,1.5479803254626732,2.698807504697063,5.1830075263913,4.332425459550483,A,A,B,C,B
study 118,A,0.7222521565376898,0.982271892462381,1.4840682438158914,5.987048057459576,3.9330427502305056,C,A,B,A,A
study 48,B,-1.389204199028729,1.9426834587930184,5.641484377838028,3.766588107530589,5.714733144748053,C,B,B,A,A
study 89,A,-1.1224289160746599,3.8479767069044537,1.8114466577935342,2.5482360472905796,5.072074756648385,C,B,B,C,A
study 104,A,-2.889719276512613,-1.8060828941048261,3.5085816766994684,4.841075923439135,6.747359386454908,C,A,A,B,B
study 109,B,0.1560797757570157,1.382915254958764,4.971227717021678,3.5796409228837134,5.475886587850975,B,A,A,C,A
study 117,A,4.417373054771872,1.2739255454194724,2.3375921648684685,5.896929567433269,4.033134755492483,B,B,A,C,A
study 1,B,-0.9319210842769994,0.11485798265654057,2.0668082441149287,3.0970500784418116,2.1633067071703316,B,A,B,C,A
study 16,B,-2.9471478251298593,2.878236115624424,2.1694683869555043,2.7129836670508287,5.269183976415766,A,B,A,C,A
study 61,A,2.4440033793782976,-0.12246380781407229,4.352326884862147,4.215690626429016,2.434507834645584,B,B,A,B,A
study 103,B,4.5455768039450515,0.05015858105551274,4.590221557803989,1.3893733131445116,4.014567144618746,A,A,A,B,A
study 64,A,1.446881597889704,3.2766038210309203,3.0505880876431912,3.2988569293625747,3.917409832854987,C,B,A,A,A
study 63,B,1.4330985920799402,4.250857053444003,5.8246233796046,3.505239135087477,4.237359327674853,A,B,B,A,A
study 69,A,0.535176889534373,1.885854847082061,3.047949838905192,4.330708481159023,3.0259486101097135,A,B,A,C,A
study 22,B,-1.6913858457650899,0.17390582151610112,4.938499821252249,2.5055918555947017,3.9120850878350755,B,A,A,A,B
study 93,A,-1.1760678766152148,0.9416688623326253,2.351997593623591,2.680749291598073,6.7188568676777,C,A,A,B,A
study 119,B,0.5248700059022227,3.5120029208675674,6.5006348005583465,5.7353705360445995,6.714722731362399,C,A,A,A,B
study 67,B,0.23731698995538464,2.1746573609950905,5.355197123369567,3.9798078181215217,7.298749663198956,B,B,B,A,B
study 76,A,0.8272406083450868,1.8484418346771159,2.808038046707227,5.296955775854441,5.015219788615662,C,A,B,A,B
study 26,B,2.243987235892239,2.4695745648697196,5.151810313075504,3.187318897924806,5.40682869334737,C,A,A,C,A
study 16,A,0.12724325212446863,1.943510084711839,5.075970736758026,3.9183235563686867,6.740917126540487,C,A,B,A,B
study 51,A,2.274575134606917,4.318568446488825,5.329561614438973,4.32180164054382,2.794008564594324,B,B,B,B,B
study 101,A,0.13706543514584513,0.8762851029595984,-0.7229795035804578,6.621332361434895,6.208442760055552,C,B,B,B,B
study 86,A,2.557359389298635,0.7040613247471796,4.079027173936253,3.6735727297427783,6.953517085093483,A,A,B,B,A
study 57,A,1.1295513506101351,-0.07518027710298414,3.8134481539586123,3.7505966594194327,3.6665595109435642,A,A,A,B,B
study 29,B,0.3462544886177318,1.1900185464114645,3.706609921415179,5.647229541605107,7.073958718405489,C,A,B,A,A
study 78,A,1.1039410908233345,0.3620367880007682,3.3275196500968462,3.4302828422723692,8.086574120452376,B,B,B,C,B
study 92,B,0.5596917367636498,2.3271132629790854,3.3717169192717895,4.42694378750913,6.166770005766243,B,A,A,B,B
study 69,A,1.1697013565199574,2.031421048287715,4.924710457947121,5.516438809628547,5.891756552990185,B,B,A,B,A
study 47,B,2.1371592977762077,0.38138674989803545,3.809210060540058,3.1362371924515893,3.3203359263061123,C,B,A,C,A
study 113,B,0.869176602376525,2.8837090385419586,3.325359665598544,4.510693669725485,6.603805893561386,C,B,A,C,B
study 94,A,0.4456467207193283,4.275219300694811,4.709071522253428,6.61832606521752,3.4616140210443307,A,A,B,B,B
study 110,B,-0.6852743073662437,2.5367575230065356,3.627039267617805,5.38197707325723,5.554611203960545,B,A,A,B,B
study 62,A,1.8687670289375717,-1.8152472744332102,3.7703526410300703,4.427399604527217,5.706642660996537,A,B,B,C,A
study 116,B,1.5224083396040875,4.980696456005158,5.800555663216841,3.66351803225105,0.055620482026204954,A,B,B,B,A
study 69,A,-0.7729142763912815,3.120385203606589,2.348278931175529,3.093522578087743,5.608705075303627,B,B,A,B,B
study 76,B,2.2532414168811417,4.934627379782676,0.7264344923981358,2.5177211151462893,8.932212179717732,C,B,A,A,B
study 16,A,-0.7972760489035036,3.636085379224751,3.1085452664861957,6.264435939948516,1.8622153665942927,C,A,B,C,A
study 90,A,2.5438326868508403,3.9357731283058386,3.3218150174354464,5.973206568055,4.919162008980298,A,A,B,A,A
study 90,B,2.0317949907805266,2.307900340401627,4.082293544185786,3.014328283689134,2.079326934898071,A,B,A,A,B
study 48,A,1.6294982838971044,1.606555981715251,3.1609738719929417,4.506530497117208,3.6587878417922344,A,B,A,C,A
study 85,A,0.4345072612494457,2.5602217815982407,4.132678865958838,4.166989747759466,2.1053347177695443,A,B,A,A,B
study 39,A,1.8636696739996792,0.9368223796301911,6.756925020407354,5.77662319198611,5.239313490495826,B,A,B,B,A
study 100,A,2.6145579928617706,2.6508212763503485,4.202271478315514,4.574201797452026,6.190407204889391,A,B,B,A,B
study 33,A,1.88852788166226,-1.9401793860260659,4.465972951577203,3.9657718589044775,5.614607949153638,A,A,A,C,B
study 94,A,-0.005375032589356454,2.064398367821619,2.8057028884163486,3.1874715965564793,3.604726295813642,C,B,B,B,B
study 101,A,1.401110473533196,4.0170141801531996,0.9221143657390467,4.511301767688741,4.085907865106108,C,A,A,B,A
study 23,A,2.698052479442554,2.1414628683934485,-0.4471673806946179,3.4777261435560693,5.408409029128459,C,A,B,B,B
study 10,B,4.298647270835055,4.591224107046482,2.221979126796423,4.331027417694762,3.651614014791619,B,B,B,B,B
study 118,A,0.6921805382512056,1.6043819182270922,-0.8705574839476791,3.886043380812529,3.0068073372265376,B,A,A,A,A
study 69,A,2.286824659197146,3.503976369481742,3.770323537528911,3.4412621801947796,4.641309409847058,C,A,A,A,B
study 100,A,2.701720780126478,0.682594889489951,2.4257745233627186,2.540888839552271,3.5829376860913884,C,A,A,B,B
study 34,A,-0.21860749848464578,3.4429349293330676,1.0299377002871353,4.771292879120952,5.617336875880464,A,A,B,C,B
study 52,B,3.6731174770922217,2.348892362341725,3.1963111799229385,4.06385551206855,6.948046100475376,A,B,B,B,A
study 95,A,-0.5977770261251687,1.6703742562359067,1.8920517095372944,6.681131283199641,8.896375104058645,B,B,A,A,A
study 10,A,2.213478272549464,-1.8608231725966302,3.676164380476153,2.451482742433587,5.507100368209475,B,B,B,B,A
study 19,B,1.457979669320599,1.6184348362916752,4.061439494733756,4.937947288349487,5.968958244229306,A,B,A,A,A
study 58,B,1.08336333999724,2.3201795289197156,1.9472487555173374,3.8760302979600385,4.101023985058808,C,B,B,B,B
study 96,A,4.820249922172966,3.243064152829876,2.644078228364511,7.149637597489837,4.1939348386676825,A,A,A,C,A
study 1,B,0.5481171470097983,4.341424698648601,3.3223436307573304,4.823457875592201,6.926084369811409,B,A,B,B,A
study 120,B,0.5239816109070874,5.0525490520488665,0.8894366796863626,4.487032872452627,4.585508299779833,B,A,B,C,A
study 69,A,2.9972182110966927,3.8694010146844766,3.3222112843155243,3.8798463475392704,5.109421067908674,A,A,B,C,B
study 109,B,2.142705667130175,1.1568645120437084,0.8534720278809065,2.9453184180015706,6.834463505192502,A,B,B,B,B
study 4,B,2.9231483814378314,1.5427938657233915,3.8485754693293037,4.4670891889613955,4.597059242170116,A,B,A,C,B
study 16,A,1.17530407351167,3.108373206565525,2.347254506057701,1.9265460862948571,7.2506306565322225,B,A,B,C,A
study 24,A,1.4754139255182444,2.7794216897717026,0.8451858989336483,1.9955738671225438,5.859544004077108,C,B,A,A,B
study 80,A,3.851403419491861,4.4425189390870425,2.1300396012887637,5.518657655244243,5.683097256467322,A,A,A,A,B
study 119,B,-0.2539311193710443,5.719084128064868,2.1934881282098364,1.3568137914339022,4.027716279398984,B,A,A,C,A
study 2,B,0.8456844338625094,5.4007702926473335,4.602781325080416,3.520639662563744,5.763688992575158,B,B,A,B,B
study 113,B,2.1973811071381673,4.240907299697517,3.2599570489286913,2.426310263111562,4.356431078200631,B,B,B,C,A
study 92,A,0.7062087698682433,2.7918539734143457,1.5655838136523008,3.3962939614155054,5.704113284293557,A,B,A,B,A
study 32,B,0.14478118107544669,4.023987594418767,5.47359943080073,4.276817953509019,4.847262401359357,A,B,B,A,B
study 91,A,1.927726769179783,4.492161520592594,3.9397356022658374,5.476832936446259,6.450214356476179,C,B,B,B,A
study 84,A,3.0037084997372414,1.7790494041174723,2.4955164471305067,5.826450384599082,4.952343240804867,B,B,B,C,A
study 24,A,0.7887484557912143,1.201008541236861,0.6692487214574663,2.6215701712617667,8.056786325355045,A,B,B,C,A
study 12,B,0.7471155687838764,0.8488684998924878,2.36310963077971,3.3010570950598535,4.586679532406411,B,A,A,C,A
study 50,A,0.028467961474853754,0.6854228998320451,2.669230373013494,10.078825183317935,4.198137856964735,B,B,B,C,A
study 35,B,0.5560347348913987,-0.07299298388978581,3.5535484971753837,3.624977971096957,5.5191706802018805,C,A,A,C,A
study 33,A,2.6254091197452785,2.3748525636765914,3.910884764489483,2.676683806006143,6.6168065837412104,A,A,B,B,B
study 33,A,1.1215943060404854,0.5003707983678025,4.209873143116103,2.9262988558878416,6.605147727240911,A,B,B,C,A
study 61,A,-0.2074859913954321,0.8247167237969264,0.5827988537421791,3.633790125536004,5.250172166603746,B,A,A,A,A
study 51,A,1.393543570485494,3.0518833387650908,3.3127572317448633,3.4108939558173113,5.508633741207178,B,B,B,C,A
study 43,B,2.576791016479061,2.2724135993802648,2.760576262127682,3.6484448152076956,5.510807086058636,C,A,B,B,A
study 101,A,0.15717150467885688,2.6444374109505118,7.0169659142548175,3.967860169410154,3.383190779557812,C,A,B,C,B
study 12,B,-0.9929078293933449,4.047723142838122,3.097041658644556,3.9573882065602533,6.536110162649145,C,A,B,C,B
study 67,A,4.286237739809128,3.296794862811193,2.066020202307943,2.566770254093209,3.113215351818999,C,B,B,B,A
study 65,B,-1.0677940250648708,4.278329872178995,3.1655532850753727,4.553996531734197,3.386001986322812,C,A,A,C,B
study 33,A,0.4614661542163214,2.119964742167106,2.987147567983851,4.181570424821026,5.0825406267821975,C,A,B,B,A
study 40,B,1.3481927677880046,4.417685886968593,0.016441039273477287,4.7448725058248895,4.520210398781687,B,A,B,C,A
study 74,B,0.5913584481335631,2.5396051465361897,3.612456695126756,1.4283189194122645,6.194236099063175,C,B,A,A,A
study 43,A,0.887633733017472,2.2530593916428043,2.534162863982127,4.235266365537218,5.671029009005271,B,A,B,C,A
study 44,A,1.8652572518118902,4.192289309414755,2.9599631772592216,1.0216055261469754,5.207302080606039,B,B,A,B,B
study 29,B,-2.5875824865691905,0.6917694812100574,1.6896471991641628,3.7366436582851295,3.3116990060419247,A,A,B,A,B
study 13,B,-0.9003417072857769,5.035400851313713,1.3591286546816468,4.986904439129614,5.039840157295103,B,A,B,B,A
study 12,A,1.0663890791054937,1.576849969944071,4.3183235011134675,5.568668727403548,4.9212327963178755,B,A,A,C,A
study 95,B,0.393674482039585,0.17283804267601743,4.662684984664235,4.5016900961455075,5.333280105353255,C,B,B,A,B
study 46,B,1.1941168874133965,2.980252928083793,3.6271479081558526,5.013086102939484,4.354942991858543,B,A,B,B,B
study 2,B,1.3414799239469564,1.4340177348226093,0.28380359916054854,3.551492556876311,5.784226306990314,C,A,A,A,A
study 115,B,-2.173879993206488,5.038710637866876,3.7245950388919855,3.2362483451125565,4.4801584434396995,C,A,A,A,B
study 114,B,2.9104604982274696,1.3506487718222793,0.3060951729949708,8.03913724378559,5.643670197693669,C,A,B,B,A
study 35,A,0.2525981753494755,2.471673376027943,2.008236547757602,5.240740467797816,6.194071361128627,A,B,A,A,B
study 87,A,-0.29826977716400993,-0.13838997321715452,4.298337673135863,2.24052422280191,4.198106752021439,C,A,B,B,B
study 81,A,1.3125329439389188,3.2193713673462065,3.986397722556737,1.398004117700514,3.841762294727772,B,A,A,A,B
study 90,B,1.1607403416733648,0.833914886211643,3.6854510468002046,3.302395826404637,5.714549234704009,C,A,B,A,B
study 8,B,2.795036226481957,3.0399870354989016,4.969353980879676,5.7878027594629975,3.0183504789283555,C,A,A,A,A
study 93,A,1.4078097441550255,1.3574821404412072,3.84002272111189,4.073108731043152,6.667497132338093,C,B,A,C,A
study 26,B,2.7371662720364505,-1.0704020300841997,-0.02852883756132396,0.6639702664580716,5.016443925675462,A,A,A,C,B
study 74,B,-0.40726606314155833,2.196785135515825,2.4457037306154605,3.7340598652151384,4.827862397152452,B,A,A,B,A
study 90,A,1.2127915828112488,2.129642775617653,2.9375873134034087,3.9963976746271728,5.819023877526839,A,B,A,A,B
study 34,A,-0.6721215609873339,3.3216073604339202,2.761887409845942,0.37649893080177943,5.725931780633145,B,A,A,B,B
study 115,A,1.1465137833404193,4.334000857758806,2.074297237346416,4.0362492280752855,5.0097771124683605,A,A,A,C,A
study 105,A,0.8285680665971717,4.868614114875198,1.454765799804608,2.479947988613014,6.3179246159028715,B,A,A,C,A
study 7,A,0.7640538621986455,3.2962313202063287,6.601117454188978,1.2466803838175267,3.991417541974622,A,B,A,C,A
study 68,A,0.7772086714575508,2.4179287880988776,2.416882762191327,6.406761370248102,6.0685347399404375,C,A,B,C,B
study 58,A,2.104584205276896,-0.14100038427319816,6.527403080061679,2.413596698822608,3.3820647924963874,A,B,A,B,A
study 117,A,-1.4110394855038697,2.3030314054850107,1.2880643928659188,2.999072896815578,5.765973486597701,A,B,B,A,A
study 114,A,-0.3496817941762589,2.322410254908399,3.9855901031385113,2.9791256708999825,4.508190055299565,C,B,A,B,A
study 109,A,0.9391422598822368,1.7020396105159579,3.3444621245848043,4.003358126386454,3.0333709064462138,C,B,B,A,A
study 75,B,-0.7679946342068746,2.949451475901213,1.6170757094024086,6.64946591058381,5.384964225716559,B,B,B,C,B
study 29,A,1.069171159301566,3.6828585664732016,2.2986643352689744,2.2057196946461026,4.9483602602739065,B,B,A,A,B
study 120,B,0.9237212181383878,0.7723941042069742,2.977304895958545,3.5397947283271076,2.685911735776807,B,B,A,C,B
